"ComputerName","UserName","Manufacturer","Model","SerialNumber","CPU","RAM_GB","Disk_GB","OS","OSVersion","LastBootTime","ScanDate"
"KTPL00491","KTPL00491\Administrator","LENOVO","20LTS3M700","PF1LM9BC","Intel(R) Core(TM) i5-8350U CPU @ 1.70GHz","15.88","313.28","Microsoft Windows 11 Pro","10.0.26200","07-01-2026 13:55:06","08-01-2026 11:08:15"
